English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Translator	translator	I'm a translator.	Tom is a translator.	Ben bir çevirmenim.	Tom bir çevirmen.
Transparent	transparent	It's transparent.	It's transparent.	O şeffaf.	O şeffaf.
Transplant	transplant	I need a transplant.	I need a transplant.	Bir nakile ihtiyacım var.	Bir nakile ihtiyacım var.
Transplant	transplant	I need a transplant.	I need a transplant.	Bir nakile ihtiyacım var.	Bir nakile ihtiyacım var.
Trap	trap	It's a trap.	I'm trapped in here.	O bir tuzak.	Burada sıkıştım.
Trash	trash	That's trash.	Monday is trash day.	Bu saçma.	Pazartesi çöp günüdür.
Travel	travel	Do you travel?	They were traveling.	Seyahat eder misin?	Geziyorlardı.
Traveller	Traveller				
Treatment	treatment	I need treatment.	I refused treatment.	Ben tedaviye ihtiyacım var.	Tedaviyi reddettim.
Tree	tree	Plant trees!	This is a plum tree.	Ağaç dikin!	Bu bir erik ağacı.
Tremendous	tremendous	It was tremendous.	It was tremendous.	O muazzamdı.	O muazzamdı.
Trench	trench				
Trial	trial	I bore this trial.	Sami went on trial.	Bu çileye katlandım.	Sami mahkemeye çıktı.
Tribe	tribe				
Trigger	Trigger	Pull the trigger.	Squeeze the trigger.	Tetiği çek.	Tetiğe bas.
Trinity	trinity				
Trip	trip	I tripped.	I love taking trips.	Ben tribe girdim.	Dolaşmayı severim.
Triple	triple	Tom hit a triple.	Tom hit a triple.	Tom vuruşunu yapıp üçüncü kaleye kadar ilerledi.	Tom vuruşunu yapıp üçüncü kaleye kadar ilerledi.
Triton	Triton				
Trivial	trivial				
Trolley	trolley				
Troops	troop				
Tropical	tropical				
Tropics	tropic				
Trout	Trout	I caught a trout.	Tom caught a trout.	Bir alabalık tuttum.	Tom bir alabalık tuttu.
Truce	truce	Wait, truce!	Wait, truce!	Bekle, ateşkes!	Bekle, ateşkes!
Truck	truck	I have a truck.	I can drive a truck.	Bir kamyonum var.	Kamyon sürebilirim.
Trumpet	trumpet	I play the trumpet.	I hate that trumpet.	Ben trompet çalıyorum.	O trompetten nefret ediyorum.
Trunk	trunk	I shut the trunk.	He popped the trunk.	Bagajı kapattım.	O bagajı patlattı.
Trunk	trunk	I shut the trunk.	He popped the trunk.	Bagajı kapattım.	O bagajı patlattı.
Trunk	trunk	I shut the trunk.	He popped the trunk.	Bagajı kapattım.	O bagajı patlattı.
Trunk	trunk	I shut the trunk.	He popped the trunk.	Bagajı kapattım.	O bagajı patlattı.
Truth	truth	He spoke truth.	Truth is subjective.	Doğru konuştu.	Hakikat kişiden kişiye değişir.
Try	try	Try!	Who'll try the case?	Dene!	Davaya kim bakacak?
Try	try	Try!	Who'll try the case?	Dene!	Davaya kim bakacak?
Tsunami	tsunami				
Tube	tube				
Tuesday	Tuesday	Isn't it Tuesday?	Tomorrow is Tuesday.	Bugün salı değil mi?	Yarın salıdır.
Tulip	Tulip	I like tulips.	Tom loves tulips.	Laleleri seviyorum.	Tom laleleri seviyor.
Tumor	tumor				
Tuna	tuna	I ate a tuna salad.	I ate a tuna salad.	Bir ton balığı salatası yedim.	Bir ton balığı salatası yedim.
Tune	tune	Stay tuned.	It's a happy tune.	Bizi izlemeye devam edin.	Bu mutlu bir melodi.
Tunnel	tunnel				
Turban	turban	Sami wears a turban.	Sami wears a turban.	Sami türban takıyor.	Sami türban takıyor.
Turbulence	turbulence				
Turkey	Turkey	I love Turkey.	I sliced the turkey.	Türkiye'yi seviyorum.	Hindiyi dilimledim.
Turkey	Turkey	I love Turkey.	I sliced the turkey.	Türkiye'yi seviyorum.	Hindiyi dilimledim.
Turkey	Turkey	I love Turkey.	I sliced the turkey.	Türkiye'yi seviyorum.	Hindiyi dilimledim.
Turn	turn	My turn!	Turn the engine off.	Benim sıram!	Motoru kapatın.
Turtle	turtle	I like turtles.	Tom has two turtles.	Kaplumbağaları severim.	Tom'un iki kaplumbağası var.
Tweezers	tweezer				
Twelve	twelve	It's twelve o'clock.	It's twelve o'clock.	Saat on iki.	Saat on iki.
Twentieth	Twentieth				
Twenty	twenty	I'm twenty-five.	She is over twenty.	Yirmi beş yaşındayım.	O yirminin üzerinde.
Twenty-three	twenty	I'm twenty-five.	She is over twenty.	Yirmi beş yaşındayım.	O yirminin üzerinde.
Twenty-two	twenty	I'm twenty-five.	She is over twenty.	Yirmi beş yaşındayım.	O yirminin üzerinde.
Twice	twice	I went twice.	You only live twice.	İki kez gittim.	Sadece iki kere yaşarsın.
Twin	Twin	I'm a twin.	Tom and I are twins.	Ben bir ikizim.	Tom ve ben ikiziz.
Two	two	Yes, two.	I have two children.	Evet, iki tane.	Benim iki çocuğum var.
Two-way	two	Yes, two.	I have two children.	Evet, iki tane.	Benim iki çocuğum var.
Typewriter	typewriter				
Typhus	typhu	Tom died of typhus.	Tom died of typhus.	Tom tifüsten öldü.	Tom tifüsten öldü.
UN	UN				
Ugly	ugly	I'm ugly.	Tom said I was ugly.	Çirkinim.	Tom çirkin olduğumu söyledi.
Ulcer	Ulcer	I have an ulcer.	Tom has an ulcer.	Ülserim var.	Tom'un ülseri var.
Umbrella	Umbrella	It's my umbrella.	Tom has my umbrella.	O benim şemsiyem.	Şemsiyem Tom'da.
Unable	unable	I'm unable to walk.	I'm unable to do it.	Ben yürüyemiyorum.	Bunu yapamıyorum.
Unacceptable	unacceptable	It's unacceptable.	That's unacceptable.	Bu kabul edilemez.	O kabul edilemez.
Unanimous	unanimous				
Unavailable	unavailable	Tom is unavailable.	Tom was unavailable.	Tom müsait değil.	Tom müsait değildi.
Unbiased	unbiased	I'm unbiased.	Tom may be unbiased.	Ben tarafsızım.	Tom ön yargısız olabilir.
Unbreakable	unbreakable				
Uncle	uncle	He is my uncle.	I have a rich uncle.	O benim amcam.	Benim zengin bir amcam var.
Uncomfortable	uncomfortable	I'm uncomfortable.	Tom's uncomfortable.	Ben rahatsızım.	Tom rahatsız.
Unconcerned	unconcerned	Tom is unconcerned.	Tom was unconcerned.	Tom umursamaz.	Tom kayıtsızdı.
Under	under	Under what name?	Tom lied under oath.	Ne ad altında?	Tom yemin altında yalan söyledi.
Underdeveloped	underdeveloped				
Underestimate	underestimate				
Undergrowth	undergrowth				
Underneath	underneath				
Underpants	underpant				
Understand	understand	Understand?	We don't understand.	Anladın mı?	Biz anlamıyoruz.
Undertake	undertake				
Underwear	underwear				
Undisciplined	undisciplined				
Uneatable	uneatable				
Unefficient	unefficient				
Unemployed	unemployed	I'm unemployed.	I'm also unemployed.	Ben işsizim.	Ben de işsizim.
Unemployment	unemployment				
Uneven	uneven	The floor is uneven.	The floor is uneven.	Zemin pürüzlüydü.	Zemin pürüzlüydü.
Unexpected	unexpected	Do the unexpected.	This was unexpected.	Beklenmeyeni yap.	Bu beklenmiyordu.
Unexpected	unexpected	Do the unexpected.	This was unexpected.	Beklenmeyeni yap.	Bu beklenmiyordu.
Unfairly	unfairly				
Unfocused	unfocused				
Unforgettable	unforgettable	It's unforgettable.	It's unforgettable.	Bu unutulmaz.	Bu unutulmaz.
Unforgivable	unforgivable				
Unforgivable	unforgivable				
Unfortunately	unfortunately	Unfortunately!	Unfortunately!	Maalesef!	Maalesef!
Ungrateful	ungrateful	I'm not ungrateful.	Don't be ungrateful.	Ben nankör değilim.	Nankör olmayın.
Unhappy	Unhappy	I'm unhappy.	Why are you unhappy?	Ben mutsuzum.	Neden mutsuzsun?
Uniform	uniform	My uniform shrank.	I hate this uniform.	Üniformam küçüldü.	Bu üniformadan nefret ediyorum.
Uninhabitable	uninhabitable				
Union	union	This is my union.	Is this your union?	Bu benim birliğim.	Bu senin birliğin mi?
Unique	Unique	This is unique.	Oslo is just unique.	Bu eşsiz.	Oslo sadece benzersizdir.
United	United				
University	university	I go to university.	He is at university.	Üniversiteye gidiyorum.	Üniversitede.
Unjust	unjust	It was unjust.	Is the world unjust?	Adaletsizdi.	Dünya adil değil mi?
Unjustified	unjustified				
Unless	unless				
Unlimited	unlimited				
Unlucky	Unlucky	I'm unlucky.	I never was unlucky.	Ben şanssızım.	Hiç şanssız değildim.
Unoccupied	unoccupied				
Unofficial	unofficial				
Unoficially	unoficially				
Unpredictable	unpredictable	He is unpredictable.	He is unpredictable.	Onun ne yapacağı belli olmaz.	Onun ne yapacağı belli olmaz.
Unpunished	unpunished				
Unreachable	unreachable				
Unreadable	unreadable				
Unrealistic	unrealistic	He is unrealistic.	Tom is unrealistic.	O gerçekçi değildir.	Tom gerçekçi değil.
Unstable	unstable	Tom's unstable.	It's too unstable.	Tom kararsız.	Bu çok dengesiz.
Until	until	Until tomorrow.	I worked until 2:30.	Yarına kadar.	Saat 2.30'a kadar çalıştım.
Until	until	Until tomorrow.	I worked until 2:30.	Yarına kadar.	Saat 2.30'a kadar çalıştım.
Unusual	unusual	I'm unusual.	It was very unusual.	Ben sıradışıyım.	Bu çok sıradışıydı.
Unwillingly	unwillingly	I lied unwillingly.	I lied unwillingly.	Ben istemeden yalan söyledim.	Ben istemeden yalan söyledim.
Unworthy	unworthy				
Uranium	Uranium				
Urgent	urgent	It's urgent.	He says it's urgent.	O acil.	Onun acil olduğunu söylüyor.
Urine	urine	My urine is pink.	My urine is pink.	Benim idrarım pembe.	Benim idrarım pembe.
Use	use	I use it.	Do you use ketamine?	Ben onu kullanırım.	Ketamin kullanıyor musunuz?
Useful	useful	It was useful.	I want to be useful.	Yararlıydı.	Faydalı olmak istiyorum.
Useless	useless	I'm useless.	I know it's useless.	Ben faydasızım.	Ben bunun faydasız olduğunu biliyorum.
Usher	usher				
Usually	usually	I usually walk.	I'm usually on time.	Ben genellikle yürürüm.	Ben genellikle zamanındayım.
Utopian	utopian				
Vaccine	Vaccine	We have a vaccine.	We have a vaccine.	Bir aşımız var.	Bir aşımız var.
Vacuum	Vacuum				
Vagina	Vagina				
Vague	vague	Tom is vague.	Tom is being vague.	Tom belirsiz.	Tom belirsizleşiyor.
Valid	valid				
Valley	valley				
Valve	valve				
Vampire	Vampire	Tom's a vampire.	Are vampires real?	Tom bir vampir.	Vampirler gerçek mi?
Van	van	I drove a van.	Get back in the van.	Bir kamyonet sürdüm.	Kamyonete geri dön.
Van	van	I drove a van.	Get back in the van.	Bir kamyonet sürdüm.	Kamyonete geri dön.
Vanilla	vanilla	She hated vanilla.	She hated vanilla.	O, vanilyadan hoşlanmaz.	O, vanilyadan hoşlanmaz.
Variety	variety				
Vase	vase	This is a vase.	I gave her the vase.	Bu bir vazo.	Vazoyu ona verdim.
Vegetables	vegetable	Eat more vegetables.	He sells vegetables.	Daha fazla sebze ye.	O sebze satar.
Vegetarian	vegetarian	I'm vegetarian.	She is a vegetarian.	Ben vejetaryenim.	O bir vejetaryen.
Vein	Vein				
Venom	venom				
Veranda	Veranda				
Verdict	Verdict	The verdict is in.	The verdict is in.	Mahkeme kararı evde.	Mahkeme kararı evde.
Version	version				
Vertebra	vertebra				
Vertical	vertical				
Very	very	Very!	I'm still very busy.	Çok!	Ben hala çok meşgulüm
Veterinary	veterinary				
Victim	victim	Tom is the victim.	Sami was the victim.	Tom kurban.	Sami kurbandı.
Victory	victory	Victory is ours.	I yearn for victory.	Zafer bizimdir.	Zaferi çok arzu ediyorum.
Vietnam	Vietnam	We visited Vietnam.	We visited Vietnam.	Vietnam'ı ziyaret ettik.	Vietnam'ı ziyaret ettik.
Village	village	In the village.	I hate this village.	Köyde.	Bu köyden nefret ediyorum.
Vine	Vine				
Vinegar	vinegar	Vinegar is an acid.	Vinegar is an acid.	Sirke, asittir.	Sirke, asittir.
Violence	violence	I hate violence.	They abhor violence.	Şiddetten nefret ederim.	Onlar şiddetten nefret ediyor.
Violent	violent	Tom's violent.	Things got violent.	Tom öfkeli.	İşler şiddetlendi.
Violently	violently	I'm violently sick.	I'm violently sick.	Ben şiddetle hastayım.	Ben şiddetle hastayım.
Violin	violin	I play violin.	I play the violin.	Ben keman çalarım.	Keman çalarım.
Viper	viper				
Virgin	Virgin	Layla was a virgin.	Layla was a virgin.	Leyla bakireydi.	Leyla bakireydi.
Virus	virus	It's not a virus.	Could it be a virus?	Virüs değil.	O bir virüs olabilir mi?
Visa	visa	I have a visa.	I don't have a visa.	Benim bir vizem var.	Benim vizem yok.
Visibility	visibility				
Visit	visit	Visit us.	They visited Mexico.	Bize uğrayın.	Meksika'yı ziyaret ettiler.
Visitor	visitor	We have visitors.	We've got a visitor.	Ziyaretçilerimiz var.	Bir konuğumuz var.
Vocabulary	vocabulary				
Vodka	vodka	Where's the vodka?	I don't drink vodka!	Votka nerede?	Ben votka içmem!
Voice	voice	I hear voices.	Is that Tom's voice?	Sesler duyuyorum.	O Tom'un sesi mi?
Volcano	volcano	The volcano rumbled.	Sami's volcano blew.	Volkan gürledi.	Sami'nin yanardağı patladı.
Volume	volume	Turn the volume up.	We need more volume.	Sesi açın.	Daha fazla sese ihtiyacımız var.
Vomit	vomit	I vomited.	I think I may vomit.	Ben kustum.	Kusabileceğimi düşünüyorum.
Vomited	Vomited				
Vote	vote	I voted.	Who'll you vote for?	Ben oy verdim.	Kim için oy kullanacaksın?
Vote	vote	I voted.	Who'll you vote for?	Ben oy verdim.	Kim için oy kullanacaksın?
Vowel	vowel	This is a vowel.	This is a vowel.	Bu bir ünlü harf.	Bu bir ünlü harf.
Vulgar	Vulgar	She's vulgar.	That's vulgar.	O terbiyesizdir.	O kaba.
Vulnerable	vulnerable	I'm vulnerable.	Tom felt vulnerable.	Ben savunmasızım.	Tom savunmasız hissetti.
Vulture	vulture				
Vulture	vulture				
Wagon	Wagon	Tom is on the wagon.	I fixed their wagon.	Tom içkiyi bırakmış.	Onların vagonunu tamir ettim.
Waitress	waitress	Mary is a waitress.	Mary was a waitress.	Mary bir garson.	Mary bir garsondu.
Walk	walk	Walk!	I was walking alone.	Yürü!	Ben yalnız yürüyordum.
Walk	walk	Walk!	I was walking alone.	Yürü!	Ben yalnız yürüyordum.
Walk	walk	Walk!	I was walking alone.	Yürü!	Ben yalnız yürüyordum.
Walker	walker	I'm a fast walker.	Tom is a dog walker.	Ben hızlı bir yürüyüşçüyüm.	Tom bir köpek gezdirici.
Walker	walker	I'm a fast walker.	Tom is a dog walker.	Ben hızlı bir yürüyüşçüyüm.	Tom bir köpek gezdirici.
Wallet	wallet	Here's my wallet.	I've lost my wallet.	İşte benim cüzdanım.	Ben cüzdanımı kaybettim.
Walrus	Walrus				
War	war	War is bad.	We don't want a war.	Savaş kötüdür.	Savaş istemiyoruz.
Warmly	warmly	Dress warmly!	Tom smiled warmly.	Sıkı giyin!	Tom samimi bir şekilde gülümsedi.
Warn	warn	Warn Tom.	Didn't Tom warn you?	Tom'u uyar.	Tom seni uyarmadı mı?
Wart	Wart				
Wash	wash	Wash!	Tom washed his hair.	Yıka.	Tom saçını yıkadı.
Wash	wash	Wash!	Tom washed his hair.	Yıka.	Tom saçını yıkadı.
Wasp	wasp	Are wasps poisonous?	Are wasps poisonous?	Eşek arıları zehirli midirler?	Eşek arıları zehirli midirler?
Waste	waste	I'm wasted.	Don't waste my time.	Ben heba oldum.	Zamanımı israf etme.
Waste	waste	I'm wasted.	Don't waste my time.	Ben heba oldum.	Zamanımı israf etme.
Waste	waste	I'm wasted.	Don't waste my time.	Ben heba oldum.	Zamanımı israf etme.
Wastewater	wastewater				
Watch	watch	Watch.	He often watches TV.	İzle.	Sık sık televizyon izler.
Watch	watch	Watch.	He often watches TV.	İzle.	Sık sık televizyon izler.
Water	water	It's water.	I brought you water.	Bu sudur.	Sana su getirdim.
Waterfall	Waterfall				
Watermelon	watermelon	I like watermelon.	Ziri ate watermelon.	Karpuzu severim.	Ziri karpuz yedi.
Watertight	watertight				
Wave	wave	I waved.	I was waving a flag.	El salladım.	Bir bayrak sallıyordum.
Wavelength	wavelength				
Wax	wax	Wax the floor.	Tom waxed his car.	Zemini parlatın.	Tom arabasını cilaladı.
Way	way	No way.	This is the way out.	Olanaksız.	Burası çıkış yolu.
Way	way	No way.	This is the way out.	Olanaksız.	Burası çıkış yolu.
Weak	weak	I'm weak.	I'm really weak now.	Ben güçsüzüm.	Artık gerçekten zayıfım.
Weakened	weaken	Tom is weakening.	Tom is weakening.	Tom zayıflıyor.	Tom zayıflıyor.
Weakness	weakness	I have one weakness.	I have one weakness.	Bir zayıflığım var.	Bir zayıflığım var.
Weapon	weapon	It's a weapon.	Holster your weapon.	Bu bir silahtır.	Silahını indir.
Weapon	weapon	It's a weapon.	Holster your weapon.	Bu bir silahtır.	Silahını indir.
Weasel	weasel	I like weasels.	I like weasels.	Gelincikleri severim.	Gelincikleri severim.
Weather	weather	What bad weather!	I hate this weather.	Ne kadar da kötü hava!	Bu havadan nefret ediyorum.
Wednesday	Wednesday	It's Wednesday.	Wednesday I am free.	Bugün çarşamba.	Çarşamba ben boşum.
Weekend	weekend	Enjoy the weekend.	It took all weekend.	Hafta sonunun keyfini çıkar.	Bu bütün hafta sonu sürdü.
Weekly	weekly	I am paid weekly.	I am paid weekly.	Bana haftalık ödeme yapılır.	Bana haftalık ödeme yapılır.
Weight	weight	She lost weight.	Marie gained weight.	O, kilo kaybetti.	Marie kilo aldı.
Weight	weight	She lost weight.	Marie gained weight.	O, kilo kaybetti.	Marie kilo aldı.
Weird	weird	How weird!	This place is weird.	Ne kadar tuhaf!	Burası tuhaf.
Well	well	Well!	We'd better ask Tom.	Tamam!	En iyisi Tom'a soralım.
Well-being	well	Well!	We'd better ask Tom.	Tamam!	En iyisi Tom'a soralım.
Well-mannered	well	Well!	We'd better ask Tom.	Tamam!	En iyisi Tom'a soralım.
Well-read	well	Well!	We'd better ask Tom.	Tamam!	En iyisi Tom'a soralım.
Werewolf	Werewolf	He's a werewolf.	He's a werewolf.	O bir kurt adam.	O bir kurt adam.
West	west	Head west.	Tom is heading west.	Batıya doğru gidin.	Tom batıya gidiyor.
West	west	Head west.	Tom is heading west.	Batıya doğru gidin.	Tom batıya gidiyor.
Western	western	I love westerns.	I love westerns.	Batılıları severim.	Batılıları severim.
Wet	wet	He's wet.	My sneakers are wet.	O ıslak.	Spor ayakkabılarım ıslak.
Wet	wet	He's wet.	My sneakers are wet.	O ıslak.	Spor ayakkabılarım ıslak.
Whale	Whale	What do whales eat?	Whales are not fish.	Balinalar ne yer?	Balina balık değildir.
Whaler	whaler				
What	what	What?	What do you collect?	Ne?	Ne topluyorsun?
Whatever	whatever	Whatever!	Do whatever you can.	Her neyse!	Ne yapabiliyorsan yap.
Wheat	wheat	We grow wheat here.	We grow wheat here.	Biz burada buğday yetiştiririz.	Biz burada buğday yetiştiririz.
Wheel	wheel	Nice wheels.	Hey, grab the wheel.	Araba güzelmiş.	Direksiyona geçsene.
Wheelbarrow	wheelbarrow				
When	when	When?	Begin when you want.	Ne zaman?	Ne zaman istersen o zamanbaşla.
When	when	When?	Begin when you want.	Ne zaman?	Ne zaman istersen o zamanbaşla.
Whenever	whenever				
Where	where	Where?	This is where I sit.	Nereye?	Burası oturduğum yer.
Where	where	Where?	This is where I sit.	Nereye?	Burası oturduğum yer.
Which	which	Which boy?	Which one is better?	Hangi çocuk?	Hangisi daha iyi?
Whim	Whim				
Whimsical	whimsical				
Whispering	whispering				
White	white	It's white.	Are all swans white?	O beyazdır.	Bütün kuğular beyaz mı?
Whoever	whoever				
Why	why	Why?	Why are you unhappy?	Neden?	Neden mutsuzsun?
Wick	wick				
Wickedness	wickedness				
Wide	wide	How wide is it?	She was wide awake.	O, ne kadar geniştir?	O, tamamen uyanıktı.
Widely	widely	He yawned widely.	She is widely known.	O, ağzını ayırarak esnedi.	O yaygın olarak tanınmaktadır.
Widow	widow	I am a widow.	Mary is a widow now.	Ben bir dulum.	Mary bir dul artık.
Wife	wife	She's my wife.	I don't have a wife.	O benim karımdır.	Eşim yok.
Wig	wig	I wear a wig.	Tom purchased a wig.	Bir peruk takıyorum.	Tom bir peruk aldı.
Wild	wild	Wild!	It was a wild night.	Vahşi.	Vahşi bir geceydi.
